1,737,73,PhD,Married,80360.0,1493
2,3174,63,Graduation,Together,87771.0,1492
3,5536,63,Graduation,Together,87771.0,1492
4,1103,46,Master,Married,81929.0,1486
5,5547,40,PhD,Married,84169.0,1478
6,8362,40,PhD,Married,84169.0,1478
7,3009,60,PhD,Widow,71670.0,1462
8,1665,58,PhD,Divorced,64140.0,1459
9,9743,67,Graduation,Married,76998.0,1449
10,11088,51,PhD,Together,78642.0,1396
11,4580,53,Graduation,Married,75759.0,1394
12,4943,69,Graduation,Married,70503.0,1379
13,9260,77,PhD,Married,70356.0,1349
14,7431,31,PhD,Single,68126.0,1332
15,3138,66,Graduation,Single,91249.0,1324
16,4475,73,PhD,Married,69098.0,1315
17,6292,36,PhD,Married,82333.0,1311
18,10140,39,PhD,Together,70123.0,1308
19,10133,52,Graduation,Single,93790.0,1302
20,8732,53,Master,Widow,67369.0,1298
21,8545,68,Graduation,Divorced,85683.0,1296
22,203,47,Master,Single,81169.0,1288
23,7962,35,PhD,Single,95169.0,1285
24,6932,81,PhD,Married,93027.0,1285
25,7919,46,PhD,Together,72335.0,1285
26,9499,68,Graduation,Married,93404.0,1279
27,6248,75,Master,Single,91712.0,1276
28,1763,34,Graduation,Together,87679.0,1259
29,1204,52,PhD,Married,67536.0,1253
30,9298,75,PhD,Together,81574.0,1252
31,3725,61,PhD,Single,84865.0,1248
32,7899,70,PhD,Married,77610.0,1245
33,2926,70,Master,Together,55951.0,1241
34,7999,67,PhD,Together,75261.0,1239
35,5236,43,Graduation,Together,77568.0,1230
36,4356,51,Graduation,Together,71819.0,1224
37,9121,50,Graduation,Married,80134.0,1218
38,2176,50,Graduation,Married,80134.0,1218
39,3074,38,PhD,Married,70643.0,1218
40,2223,57,2n Cycle,Divorced,64176.0,1215
41,2611,63,Master,Together,82576.0,1206
42,9212,60,Master,Married,72828.0,1205
43,1173,75,Master,Together,77632.0,1200
44,7030,67,PhD,Married,66465.0,1200
45,4994,79,Master,Single,77598.0,1193
46,8029,34,Master,Single,90247.0,1184
47,3690,36,Master,Married,80141.0,1184
48,5299,52,PhD,Married,69084.0,1181
49,10727,52,PhD,Married,69084.0,1181
50,3584,67,PhD,Single,49667.0,1181
51,6050,47,2n Cycle,Married,57036.0,1171
52,3403,64,PhD,Together,78952.0,1170
53,380,68,Graduation,Divorced,64497.0,1170
54,6036,63,Master,Together,89120.0,1168
55,3202,35,PhD,Married,51563.0,1166
56,5735,31,Master,Single,90638.0,1156
57,5350,31,Master,Single,90638.0,1156
58,8717,47,PhD,Married,80427.0,1149
59,1829,61,PhD,Divorced,54959.0,1148
60,4394,57,PhD,Married,81051.0,1142
61,6049,40,Master,Together,73450.0,1142
62,4910,55,Graduation,Divorced,68743.0,1132
63,10430,49,Graduation,Divorced,89694.0,1126
64,2886,51,Master,Divorced,74290.0,1121
65,3422,47,Graduation,Married,76068.0,1115
66,6024,69,Graduation,Together,94384.0,1111
67,5386,69,Graduation,Together,94384.0,1111
68,10872,53,PhD,Married,55212.0,1103
69,9707,53,PhD,Married,55212.0,1103
70,873,73,Master,Married,62845.0,1099
71,4491,73,Master,Married,62845.0,1099
72,10949,59,PhD,Divorced,72968.0,1092
73,10319,51,Graduation,Married,66303.0,1090
74,5453,66,Master,Married,90226.0,1083
75,6274,74,Master,Married,83790.0,1076
76,1361,48,Master,Married,82584.0,1076
77,1772,47,PhD,Married,79174.0,1074
78,5758,40,Graduation,Married,65169.0,1074
79,6977,48,Graduation,Together,75702.0,1073
80,10092,68,Graduation,Divorced,70044.0,1073
81,2894,37,Graduation,Single,72903.0,1067
82,2131,63,PhD,Divorced,62859.0,1063
83,477,36,Graduation,Married,83512.0,1060
84,9058,67,Graduation,Widow,79800.0,1060
85,6421,61,Graduation,Together,88347.0,1050
86,1139,38,PhD,Married,73356.0,1050
87,2574,45,PhD,Married,61996.0,1050
88,9365,46,PhD,Single,60000.0,1048
89,5140,37,PhD,Married,64355.0,1047
90,3426,47,Graduation,Divorced,70300.0,1045
91,1729,61,PhD,Together,66426.0,1043
92,3483,64,Graduation,Married,48192.0,1039
93,3711,78,Master,Married,80184.0,1035
94,7503,46,Graduation,Single,75825.0,1032
95,8164,44,PhD,Married,82170.0,1023
96,5558,68,PhD,Single,90933.0,1020
97,10164,64,Graduation,Single,94472.0,1017
98,5831,55,Graduation,Married,77870.0,1017
99,2565,67,Master,Divorced,70638.0,1016
100,5667,58,PhD,Married,60896.0,1013
101,6565,73,Master,Married,76995.0,1012
102,4611,52,Graduation,Together,105471.0,1009
103,2114,76,PhD,Single,82800.0,1006
104,4261,76,PhD,Single,82800.0,1006
105,4673,59,PhD,Married,81300.0,1004
106,5153,55,PhD,Married,77766.0,1004
107,4127,55,PhD,Married,77766.0,1004
108,2781,41,Graduation,Single,72066.0,1003
109,4207,41,PhD,Married,87171.0,1001
110,10095,47,PhD,Divorced,74165.0,1001
111,4299,62,Graduation,Together,70971.0,1001
112,7451,62,Master,Single,98777.0,1000
113,4248,62,Master,Single,98777.0,1000
114,1079,51,PhD,Married,71969.0,1000
115,4702,58,Graduation,Single,61839.0,1000
116,2088,50,Graduation,Together,84906.0,997
117,9757,50,Graduation,Together,84906.0,997
118,10240,73,Graduation,Together,69372.0,997
119,3262,64,Graduation,Single,68281.0,995
120,10909,74,Graduation,Married,92344.0,992
121,6059,69,PhD,Together,64504.0,986
122,6260,67,Master,Together,82384.0,984
123,5341,60,2n Cycle,Divorced,81975.0,983
124,10965,67,Graduation,Together,76005.0,983
125,3979,39,PhD,Divorced,90687.0,982
126,2532,35,Master,Single,73454.0,982
127,8395,61,Graduation,Single,82014.0,980
128,1172,39,PhD,Married,92491.0,979
129,2561,56,Graduation,Single,63810.0,977
130,1245,56,Graduation,Single,63810.0,977
131,4530,74,Master,Widow,78427.0,972
132,697,53,Graduation,Together,74918.0,972
